station,lines,reason,latitude,longitude
Osasco,9,"in Osasco (3534401), outside município 3550308",-23.5277627,-46.7758714
Presidente Altino,9,"in Osasco (3534401), outside município 3550308",-23.531260500000002,-46.7617688
